"sequences","output"
"SELECT  DISTINCT  ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?productPublisher ?productPublishDate  ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDate ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?offerPublisher ?offerPublishDate ?producerLabel ?producerComment  ?producerPublisher ?producerPublishDate WHERE{    ?producer rdfs:label ?producerLabel .	?producer rdfs:comment ?producerComment .	?producer foaf:homepage ?homepage .	?producer edm:country ?country .	?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?review  bsbm:producer ?producer .	?review bsbm:reviewDate ?reviewDate .	?review dc:title ?title .	?review rev:text ?text .	?review dcterms:language ?language .	?review bsbm:rating1 ?rating1 .	?review bsbm:rating2 ?rating2 .	?review bsbm:rating3 ?rating3 .	?review bsbm:rating4 ?rating4 .	?review dc:publisher ?publisher .	?review exp:publishDate ?publishDate .	?review rdf:type schema:Review .	?offer bsbm:producer ?producer .	?offer bsbm:product ?product .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?offerPublisher .	?offer exp:publishDate ?offerPublishDate .	?offer rdf:type schema:Offer .	?product bsbm:producer ?producer .	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .	?product rdf:type bsbm:Product .}",1
"SELECT  DISTINCT  ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?productPublisher ?productPublishDate  ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDate ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?offerPublisher ?offerPublishDate ?producerLabel ?producerComment  ?producerPublisher ?producerPublishDate  ?homepage ?country  WHERE{	?producer rdfs:label ?producerLabel .	?producer rdfs:comment ?producerComment .	?producer foaf:homepage ?homepage .	?producer edm:country ?country .	?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?review bsbm:reviewDate ?reviewDate .	?review dc:title ?title .	?review rev:text ?text .	?review dcterms:language ?language .	?review bsbm:rating1 ?rating1 .	?review bsbm:rating2 ?rating2 .	?review bsbm:rating3 ?rating3 .	?review bsbm:rating4 ?rating4 .	?review dc:publisher ?publisher .	?review exp:publishDate ?publishDate .	?review rdf:type schema:Review .	?offer bsbm:product ?product .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?offerPublisher .	?offer exp:publishDate ?offerPublishDate .	?offer rdf:type schema:Offer .	?review bsbm:reviewFor ?product .	?offer bsbm:product ?product .	?product bsbm:producer ?producer .	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .}",1
"SELECT  DISTINCT  ?reviewerName ?mbox_sha1sum ?reviewerCountry ?reviewerPublisher ?reviewerPublishDate ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?productPublisher ?productPublishDate  ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDate ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?offerPublisher ?offerPublishDate WHERE{	?review rev:reviewer ?reviewer .    ?reviewer edm:country ?reviewerCountry  .    ?reviewer dc:publisher ?reviewerPublisher .    ?reviewer foaf:mbox_sha1sum ?mbox_sha1sum .    ?reviewer exp:publishDate ?reviewerPublishDate .    ?reviewer foaf:name ?reviewerName .    ?reviewer a foaf:Person .	?review bsbm:reviewDate ?reviewDate .	?review dc:title ?title .	?review rev:text ?text .	?review dcterms:language ?language .	?review bsbm:rating1 ?rating1 .	?review bsbm:rating2 ?rating2 .	?review bsbm:rating3 ?rating3 .	?review bsbm:rating4 ?rating4 .	?review dc:publisher ?publisher .	?review exp:publishDate ?publishDate .	?review rdf:type schema:Review .	?offer bsbm:product ?product .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?offerPublisher .	?offer exp:publishDate ?offerPublishDate .	?offer rdf:type schema:Offer .	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .	?review bsbm:reviewFor ?product . 	?review rdf:type schema:Review .  	?offer bsbm:product ?product .	?offer rdf:type schema:Offer .}",0
"SELECT  DISTINCT  ?reviewerName ?mbox_sha1sum ?reviewerCountry ?reviewerPublisher ?reviewerPublishDate ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDate ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?offerPublisher ?offerPublishDate ?producerLabel ?producerComment  ?producerPublisher ?producerPublishDate ?homepage ?country  WHERE{	?review rev:reviewer ?reviewer .    ?reviewer edm:country ?reviewerCountry  .    ?reviewer dc:publisher ?reviewerPublisher .    ?reviewer foaf:mbox_sha1sum ?mbox_sha1sum .    ?reviewer exp:publishDate ?reviewerPublishDate .    ?reviewer foaf:name ?reviewerName .    ?reviewer a foaf:Person .	?producer rdfs:label ?producerLabel .	?producer rdfs:comment ?producerComment .	?producer foaf:homepage ?homepage .	?producer edm:country ?country .	?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?review  bsbm:producer ?producer .	?review bsbm:reviewDate ?reviewDate .	?review dc:title ?title .	?review rev:text ?text .	?review dcterms:language ?language .	?review bsbm:rating1 ?rating1 .	?review bsbm:rating2 ?rating2 .	?review bsbm:rating3 ?rating3 .	?review bsbm:rating4 ?rating4 .	?review dc:publisher ?publisher .	?review exp:publishDate ?publishDate .	?review rdf:type schema:Review . 	?review rdf:type schema:Review .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?offerPublisher .	?offer exp:publishDate ?offerPublishDate .	?offer rdf:type schema:Offer .  	?offer bsbm:producer ?producer .}",1
"SELECT  DISTINCT ?reviewerName ?mbox_sha1sum ?reviewerCountry ?reviewerPublisher ?reviewerPublishDate ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDate ?producerLabel ?producerComment  ?producerPublisher ?producerPublishDate ?homepage ?country   ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?productPublisher ?productPublishDate WHERE{	?review rev:reviewer ?reviewer .    ?reviewer edm:country ?reviewerCountry  .    ?reviewer dc:publisher ?reviewerPublisher .    ?reviewer foaf:mbox_sha1sum ?mbox_sha1sum .    ?reviewer exp:publishDate ?reviewerPublishDate .    ?reviewer foaf:name ?reviewerName .    ?reviewer a foaf:Person .	?review bsbm:reviewDate ?reviewDate .	?review dc:title ?title .	?review rev:text ?text .	?review dcterms:language ?language .	?review bsbm:rating1 ?rating1 .	?review bsbm:rating2 ?rating2 .	?review bsbm:rating3 ?rating3 .	?review bsbm:rating4 ?rating4 .	?review dc:publisher ?publisher .	?review exp:publishDate ?publishDate .	?producer rdfs:label ?producerLabel .	?producer rdfs:comment ?producerComment .	?producer foaf:homepage ?homepage .	?producer edm:country ?country .	?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?review bsbm:producer ?producer .	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .  	?review bsbm:reviewFor ?product .  	?review rdf:type schema:Review .}",0
"SELECT  DISTINCT ?reviewerName ?mbox_sha1sum ?reviewerCountry ?reviewerPublisher ?reviewerPublishDate ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDate ?producerLabel ?producerComment  ?producerPublisher ?producerPublishDate ?homepage ?country   ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?productPublisher ?productPublishDate WHERE{	?review rev:reviewer ?reviewer .    ?reviewer edm:country ?reviewerCountry  .    ?reviewer dc:publisher ?reviewerPublisher .    ?reviewer foaf:mbox_sha1sum ?mbox_sha1sum .    ?reviewer exp:publishDate ?reviewerPublishDate .    ?reviewer foaf:name ?reviewerName .    ?reviewer a foaf:Person .	?review bsbm:reviewDate ?reviewDate .	?review dc:title ?title .	?review rev:text ?text .	?review dcterms:language ?language .	?review bsbm:rating1 ?rating1 .	?review bsbm:rating2 ?rating2 .	?review bsbm:rating3 ?rating3 .	?review bsbm:rating4 ?rating4 .	?review dc:publisher ?publisher .	?review exp:publishDate ?publishDate .	?producer rdfs:label ?producerLabel .	?producer rdfs:comment ?producerComment .	?producer foaf:homepage ?homepage .	?producer edm:country ?country .	?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?review bsbm:producer ?producer .	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .	?product bsbm:producer ?producer .  	?product rdf:type bsbm:Product .  	?review rdf:type schema:Review .}",0
"SELECT  DISTINCT  ?label ?comment ?productPublisher ?productPublishDate  ?reviewDate ?publisher ?publishDate ?producerLabel  ?producerPublisher ?producerPublishDate ?reviewerNameWHERE{  ?producer rdfs:label ?producerLabel .  ?producer bsbm:publisher ?producerPublisher .  ?producer exp:publishDate ?producerPublishDate .  ?review  bsbm:producer ?producer .  ?product rdfs:label ?label .  ?product rdfs:comment ?comment .  ?product dc:publisher ?productPublisher .  ?product exp:publishDate ?productPublishDate .  ?review bsbm:reviewFor ?product .  ?review bsbm:reviewDate ?reviewDate .  ?review dc:publisher ?publisher .  ?review exp:publishDate ?publishDate .  ?review rev:reviewer ?reviewer .  ?reviewer foaf:name ?reviewerName .  ?reviewer a foaf:Person .  ?review rdf:type schema:Review .}",1
"SELECT  DISTINCT  ?label ?comment ?title ?price ?deliveryDays ?producerPublisher ?producerPublishDate ?productPublisher ?productPublishDate ?producerPublisherWHERE{	?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?producer bsbm:publisher ?producerPublisher .	?review  bsbm:producer ?producer .	?review dc:title ?title .	?offer bsbm:producer ?producer .	?offer bsbm:price ?price .	?offer bsbm:deliveryDays ?deliveryDays .	?offer rdf:type schema:Offer .	?product bsbm:producer ?producer .	?product rdfs:label ?label .    ?product rdfs:comment ?comment .    ?product dc:publisher ?productPublisher .    ?product exp:publishDate ?productPublishDate .	?product rdf:type bsbm:Product .}",1
"SELECT  DISTINCT  ?propertyTex2 ?rating1 ?offerPublishDate ?producerLabel ?producerPublishDate ?productPublisher ?productPublishDateWHERE{	?producer rdfs:label ?producerLabel .	?producer bsbm:publisher ?producerPublisher .	?review bsbm:rating1 ?rating1 .	?review rdf:type schema:Review .	?offer exp:publishDate ?offerPublishDate .	?offer rdf:type schema:Offer .	?review bsbm:reviewFor ?product .	?offer bsbm:product ?product .	?product bsbm:producer ?producer .    ?product dc:publisher ?productPublisher .    ?product exp:publishDate ?productPublishDate .    ?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product rdf:type bsbm:Product .}",1
"SELECT  DISTINCT ?reviewerName ?reviewerCountry ?label ?productPublisher ?text ?price ?productPublisher ?productPublishDate ?producerPublisherWHERE{	?reviewer edm:country ?reviewerCountry  .	?reviewer foaf:name ?reviewerName .	?reviewer a foaf:Person .	?review rev:text ?text .	?offer bsbm:price ?price .	?offer rdf:type schema:Offer .	?product rdfs:label ?label .    ?product dc:publisher ?productPublisher .    ?product exp:publishDate ?productPublishDate .  	?product rdf:type bsbm:Product .  		?review rev:reviewer ?reviewer .	?review bsbm:reviewFor ?product . 	?review rdf:type schema:Review .  	?offer bsbm:product ?product .	?offer rdf:type schema:Offer .}",1
"SELECT  DISTINCT  ?reviewerCountry ?reviewDate ?price ?producerLabel ?productPublisher ?productPublishDate ?producerPublisherWHERE{	?review rev:reviewer ?reviewer .    ?reviewer edm:country ?reviewerCountry  .    ?reviewer a foaf:Person .	?producer rdfs:label ?producerLabel .	?producer bsbm:publisher ?producerPublisher .	?review  bsbm:producer ?producer .	?review bsbm:reviewDate ?reviewDate .	?review rdf:type schema:Review .	?offer bsbm:price ?price .	?offer rdf:type schema:Offer .  	?offer bsbm:producer ?producer .}",1
"SELECT  DISTINCT ?reviewerName ?title ?producerLabel ?label ?productPublisher ?productPublishDate ?producerPublisherWHERE{	?review rev:reviewer ?reviewer .    ?reviewer foaf:name ?reviewerName .    ?reviewer a foaf:Person .	?review dc:title ?title .	?producer rdfs:label ?producerLabel .	?producer bsbm:publisher ?producerPublisher .	?review bsbm:producer ?producer .	?product rdfs:label ?label .    ?product dc:publisher ?productPublisher .    ?product exp:publishDate ?productPublishDate .  	?review bsbm:reviewFor ?product .  	?review rdf:type schema:Review .}",1
"SELECT  DISTINCT ?reviewerName ?reviewDate ?homepage ?propertyTex1 ?productPublisher ?productPublishDate ?producerPublisherWHERE{	?review rev:reviewer ?reviewer .    ?reviewer foaf:name ?reviewerName .    ?reviewer a foaf:Person .	?review bsbm:reviewDate ?reviewDate .	?producer foaf:homepage ?homepage .	?producer bsbm:publisher ?producerPublisher .	?review bsbm:producer ?producer .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:producer ?producer .  	?product rdf:type bsbm:Product .    ?product dc:publisher ?productPublisher .    ?product exp:publishDate ?productPublishDate .  	?review rdf:type schema:Review .}",1
"SELECT  DISTINCT  ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?productPublisher ?productPublishDate  ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDate ?producerLabel ?producerComment  ?producerPublisher ?producerPublishDate ?homepage ?country ?reviewerName ?mbox_sha1sum ?reviewerCountry ?reviewerPublisher ?reviewerPublishDate ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?offerPublisher ?offerPublishDateWHERE{	?producer rdfs:label ?producerLabel .	?producer rdfs:comment ?producerComment .	?producer foaf:homepage ?homepage .	?producer edm:country ?country .	?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?review  bsbm:producer ?producer .	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .	?product bsbm:producer ?producer .	?product rdf:type bsbm:Product .	?review bsbm:reviewDate ?reviewDate .	?review dc:title ?title .	?review rev:text ?text .	?review dcterms:language ?language .	?review bsbm:rating1 ?rating1 .	?review bsbm:rating2 ?rating2 .	?review bsbm:rating3 ?rating3 .	?review bsbm:rating4 ?rating4 .	?review dc:publisher ?publisher .	?review exp:publishDate ?publishDate .	?review rev:reviewer ?reviewer .	?reviewer edm:country ?reviewerCountry  .	?reviewer dc:publisher ?reviewerPublisher .	?reviewer foaf:mbox_sha1sum ?mbox_sha1sum .	?reviewer exp:publishDate ?reviewerPublishDate .	?reviewer foaf:name ?reviewerName .	?reviewer a foaf:Person .	?review rdf:type schema:Review .	?offer bsbm:producer ?producer .	?offer bsbm:product ?product .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?offerPublisher .	?offer exp:publishDate ?offerPublishDate .	?offer rdf:type schema:Offer .}",1
