id,product,producer,vendor,price,validFrom,validTo,deliveryDays,publisher,publishDate,offerWebpage
36657,29023,16650,28674,9776.87,1957-09-07,1950-05-13,2,660,1926-09-29,website
36658,6233,40414,32419,2180.28,1959-05-19,1937-10-23,2,773,1962-05-14,website
36659,12697,21190,3553,4662.54,1982-09-26,1994-10-22,7,298,1982-02-19,website
36660,9216,8648,21992,9147.26,1947-05-08,1941-01-11,5,777,1909-10-28,website
36661,43610,45260,17577,3936.46,1985-12-05,1987-04-16,2,982,1960-07-05,website
36662,12316,36753,24771,20.83,2018-03-18,1913-06-10,7,570,1977-02-03,website
36663,2708,16338,22328,2751.12,1947-05-17,1976-08-16,5,79,2005-06-07,website
36664,36219,9120,15537,9043.75,2005-08-17,1938-07-21,2,565,1974-03-21,website
36665,46892,45925,16581,2599.72,2006-01-03,1919-05-22,3,593,1946-12-13,website
36666,23472,20480,12813,7334.57,2006-11-13,1905-05-09,4,699,2001-07-26,website
36667,17215,307,49021,6280.17,1974-05-03,1925-06-15,1,489,1963-10-16,website
36668,45988,23154,6784,7935.12,1996-10-30,1936-09-22,5,783,1915-12-24,website
36669,25268,16790,7626,2163.33,1945-04-30,1907-07-22,2,428,2011-08-24,website
36670,22925,24020,48997,9588.66,1914-11-25,1921-10-26,1,69,1999-06-17,website
36671,41330,26047,25900,5510.9,2004-02-18,1953-12-20,4,509,1963-06-05,website
36672,8062,37239,33025,7465.23,1948-03-17,1955-05-21,5,987,1929-06-29,website
36673,25592,44664,23805,4198.73,1943-05-25,1967-07-12,1,295,1905-08-14,website
36674,16302,48405,45211,1321.45,1920-08-03,1991-05-06,1,751,1980-11-19,website
36675,4628,37249,34176,5000.2,1938-05-20,1996-06-22,2,411,1984-06-04,website
36676,12868,26650,22946,1353.65,2003-09-01,1972-10-02,7,615,2005-11-29,website
36677,14902,32393,18419,6793.57,1985-01-30,1989-08-23,2,590,1943-04-24,website
36678,10978,26818,19227,1414.48,1955-05-12,2015-02-14,6,470,1946-11-02,website
36679,6312,5548,36632,3529.63,2016-09-20,1950-09-03,4,953,1905-07-12,website
36680,32339,1372,20880,2987.31,1929-06-22,1908-07-16,1,7,1969-10-19,website
36681,6504,44760,38777,1927.67,2009-07-26,2001-12-06,2,519,2011-03-21,website
36682,30160,5006,12222,8661.1,1999-07-11,1955-01-01,3,983,2004-05-27,website
36683,36019,15761,16667,1279.45,2014-12-05,1998-12-15,7,69,1910-05-05,website
36684,8316,37275,14959,7365.52,2005-12-16,1976-04-15,3,927,1953-12-19,website
36685,7294,9491,9729,8332.47,2019-02-22,1939-05-27,6,54,2010-07-09,website
36686,12437,23131,37034,1182.72,1985-11-14,1909-02-12,6,930,2005-09-13,website
36687,47654,8315,37188,6850.71,1954-03-24,1986-05-13,3,558,2013-07-24,website
36688,44958,43862,3551,7538.29,1915-01-07,1980-01-29,3,217,1992-06-22,website
36689,11959,35817,33326,2010.99,1945-09-13,1988-06-21,3,554,1992-01-05,website
36690,34555,42999,27093,3126.4,1993-03-30,1911-02-24,4,533,1912-02-22,website
36691,9957,29222,43554,2321.68,1994-09-09,1905-10-15,3,507,1971-07-24,website
36692,17026,27986,11933,6621.25,1987-07-27,1975-09-19,7,128,1962-10-19,website
36693,38829,7293,25129,1651.56,1985-11-26,1938-11-09,3,44,2015-09-21,website
36694,24877,10032,37863,9609.14,1900-10-04,1975-04-28,6,6,2014-12-01,website
36695,25438,34515,13213,1830.83,1989-07-02,1965-07-26,7,983,1951-09-27,website
36696,8082,34219,31140,6850.57,1934-12-30,1995-02-25,7,787,2018-07-02,website
36697,1281,38681,14369,1657.53,1934-01-09,2008-08-26,6,27,1907-12-27,website
36698,37713,26613,23764,7458.78,1901-03-31,1960-09-16,2,114,2012-07-19,website
36699,22205,25562,28396,106.09,1996-01-01,1982-03-26,1,76,1969-09-08,website
36700,40942,24245,13160,655.58,1933-01-09,1950-08-31,5,877,1950-06-18,website
36701,42528,6061,8443,1691.31,2012-12-02,2008-07-18,2,136,1978-09-09,website
36702,7060,33448,23894,813.24,1996-12-30,1911-07-21,6,262,1944-08-17,website
36703,46842,40504,44684,5109.69,1905-01-09,1981-05-12,6,796,1931-06-21,website
36704,17934,34523,18682,1085.94,2006-02-13,1943-08-07,4,866,1913-03-06,website
36705,12013,45694,45896,6588.5,1939-03-02,1980-06-05,1,701,1935-09-11,website
36706,727,27044,12828,1491.41,1987-05-10,1914-02-08,6,69,2011-06-21,website
36707,42098,30820,3011,7100.86,1912-02-08,1971-11-09,4,595,1941-03-29,website
36708,1147,34596,22774,2562.77,1979-02-19,2019-03-11,4,169,1940-02-07,website
36709,39339,35705,12130,7924.55,1988-02-04,1990-07-18,6,200,1924-12-31,website
36710,13328,29784,23879,823.59,1918-08-30,1960-05-27,2,185,2017-02-16,website
36711,5461,18193,21903,1072.16,1946-12-13,1901-08-18,3,265,2002-08-11,website
36712,14068,40971,18197,4755.82,2004-09-09,1989-08-22,1,727,1990-03-29,website
36713,30797,35787,2924,9824.07,1986-07-16,1918-11-17,6,413,1946-03-02,website
36714,38433,13743,30447,2181.66,1942-03-23,2017-10-19,4,743,1910-10-03,website
36715,19537,11020,34689,9365.79,1950-06-10,2018-04-16,6,827,1948-04-11,website
36716,21140,37863,19665,2572.28,1963-03-27,1920-12-18,3,233,1943-07-06,website
36717,32180,48392,35330,5559.16,2001-07-23,1942-11-24,2,599,1938-09-14,website
36718,38573,18788,12485,6536.38,1950-01-05,1962-08-10,6,991,1963-08-30,website
36719,40617,15668,9356,8730.21,1968-12-21,1987-03-24,2,544,1910-03-31,website
36720,41578,10561,31116,2632.67,1922-05-08,2012-05-22,6,907,1967-02-07,website
36721,3283,37063,45501,6490.05,1966-09-05,1998-11-29,7,241,1957-08-04,website
36722,15353,19101,3144,8441.22,1925-04-30,1976-07-27,4,117,1978-08-18,website
36723,23709,34379,17313,3117.95,1975-05-18,1954-06-22,5,791,1902-09-26,website
36724,6233,25086,45058,28.79,1902-03-26,2016-11-22,2,430,1976-10-18,website
36725,25834,6636,18059,9453.32,1913-04-04,1908-01-27,3,801,1947-08-14,website
36726,44212,15426,3933,4121.91,1959-08-02,1905-02-10,7,194,1905-12-09,website
36727,29073,36043,20457,366.04,1941-08-04,1924-08-21,7,957,1966-01-21,website
36728,1817,46991,12162,5719.78,1900-08-07,2012-08-01,4,49,1988-05-16,website
36729,26781,17031,5370,3255.25,1960-11-06,2007-10-22,3,4,1992-08-30,website
36730,19972,1036,20994,6401.4,1989-04-12,1953-03-26,5,196,1992-06-29,website
36731,33928,42981,10255,2386.33,1929-10-28,1906-10-17,7,504,1905-06-30,website
36732,14818,34138,27405,3755.23,2011-11-25,1945-03-11,1,706,2005-07-05,website
36733,47315,37966,46433,7326.22,2019-05-06,1991-07-05,3,995,2003-07-05,website
36734,34945,47695,25327,5942.75,1920-03-04,2011-07-09,3,517,1985-06-23,website
36735,24480,30472,34852,3021.77,1957-10-29,1999-02-24,2,14,2004-01-06,website
36736,13891,13483,14767,1720.07,2007-07-20,2005-10-14,1,479,2015-06-29,website
36737,14995,31821,14132,5143.58,1944-06-28,1990-12-15,6,559,1957-11-12,website
36738,23439,10199,38571,8305.73,1986-03-08,2018-09-21,7,990,1919-08-09,website
36739,18800,25871,45150,4149.6,1901-09-03,1948-09-22,3,456,1920-05-06,website
36740,19370,20903,25780,2037.83,1974-10-10,1964-03-18,2,148,1922-02-11,website
36741,6669,13304,21452,1135.58,2016-08-27,1956-03-13,4,777,1929-11-07,website
36742,22841,9012,16489,6595.86,1909-01-08,1959-02-17,4,610,1953-02-27,website
36743,7998,23626,6555,6447.28,2015-08-25,1917-02-01,2,575,1926-05-23,website
36744,31581,800,6164,5151.22,1922-08-27,2002-09-10,3,140,1931-03-21,website
36745,24417,40103,8624,5669.03,1968-02-20,2004-04-04,1,778,1908-05-15,website
36746,8391,19034,35450,7402.09,1950-10-24,1943-10-15,7,587,1951-10-02,website
36747,41776,15764,10439,6044.14,2001-03-17,2017-05-24,2,747,1923-03-17,website
36748,14380,31766,7921,7121.28,1995-11-21,1986-06-28,4,627,2003-03-29,website
36749,35954,47167,36420,8897.19,1976-04-13,1982-07-19,2,353,1992-03-18,website
36750,3829,46903,37803,2990.85,1975-11-24,1901-06-03,3,893,1981-01-23,website
36751,41113,29212,19980,839.46,1955-02-06,1912-03-24,5,440,1933-03-25,website
36752,17821,2596,23779,1876.63,1932-12-31,2000-10-15,2,984,1923-12-07,website
36753,47550,5590,28495,8222.97,2003-02-02,2019-03-02,5,524,1903-11-24,website
36754,36363,9747,32282,2627.4,2002-11-10,1992-12-17,7,479,1909-04-14,website
36755,42667,38212,19512,638.16,1958-09-03,1996-02-14,6,396,1924-06-27,website
36756,38741,3556,25004,8012.56,1923-02-02,1928-09-06,5,282,2003-08-25,website
36757,21438,12282,41914,192.29,1947-11-17,1900-08-12,7,931,1957-12-31,website
36758,43862,43287,34588,1286.97,1914-07-10,1991-10-28,1,106,1914-05-25,website
36759,17439,19254,27186,3463.08,1930-06-22,2005-01-26,2,496,2016-06-16,website
36760,27457,4179,44596,501.79,1930-11-12,1910-11-10,7,672,1973-02-21,website
36761,20561,37499,25533,4532.45,1904-02-08,1982-10-07,6,432,1999-07-13,website
36762,28449,45252,27621,2463.86,1927-12-15,1918-10-18,7,271,1946-03-04,website
36763,36325,27853,30893,1064.65,1926-11-26,1991-12-02,6,526,1987-03-07,website
36764,35205,9232,20979,3080.74,1982-11-01,1933-11-08,5,59,1912-03-16,website
36765,29763,13681,24683,2246.17,2015-05-24,1944-02-01,7,318,1906-12-02,website
36766,27348,30413,4104,1896.38,1989-10-01,1979-07-03,3,858,1910-10-18,website
36767,10513,25856,5778,1755.93,1948-10-01,1952-05-09,5,674,1984-01-15,website
36768,24354,35773,23839,8338.83,1972-03-30,1939-05-19,1,612,1994-01-15,website
36769,35943,13245,19793,7464.72,1935-09-18,1950-10-05,1,730,1929-04-26,website
36770,18908,9065,23947,2058.95,1986-08-20,1917-04-02,4,614,1961-09-18,website
36771,21297,40418,11919,2270.27,1937-10-12,1904-05-26,6,216,2000-08-18,website
36772,13324,38100,25567,7142.27,1904-07-01,1998-12-29,6,444,1962-01-11,website
36773,46736,39965,41053,8866.17,1956-01-24,2005-08-30,4,662,1962-02-04,website
36774,39379,43298,29185,7666.94,1939-06-22,1971-03-30,2,409,1932-04-11,website
36775,36032,19539,26203,8669.03,2010-10-16,1909-11-09,6,274,1969-07-20,website
36776,41623,4804,32077,733.91,2019-10-14,2014-06-19,4,905,1962-09-04,website
36777,352,42140,7636,1045.9,1990-04-11,1926-07-13,3,607,2015-04-23,website
36778,40547,22601,36491,8476.19,1908-05-11,1937-01-27,6,393,1983-12-22,website
36779,33455,20299,17297,8256.23,1925-09-28,1911-04-07,4,654,1942-12-23,website
36780,25289,6671,43713,5751.97,1927-02-16,1938-01-25,6,867,1995-12-24,website
36781,3923,1431,11364,4213.72,2012-06-21,1968-10-25,6,838,1928-05-30,website
36782,15223,13726,29270,6364.15,1984-07-20,1951-09-20,2,292,1996-03-02,website
36783,4478,18029,40642,6414.06,1990-10-09,1969-04-23,7,71,1965-03-05,website
36784,2127,22277,44200,7744.14,1957-09-01,2010-08-28,3,378,1926-11-12,website
36785,907,27717,16305,4606.55,1984-08-26,1968-07-11,5,623,1926-06-08,website
36786,21696,49576,20269,2135.95,1972-12-24,1907-03-31,7,862,1955-07-04,website
36787,23990,28485,37201,6962.45,1934-07-16,1963-09-15,7,165,1917-10-10,website
36788,37626,35492,25502,9647.3,1976-03-31,1962-09-29,4,684,1942-09-03,website
36789,28447,751,28236,4067.54,1916-09-12,2006-04-28,2,725,1979-07-24,website
36790,6034,16559,29600,6308.31,1954-04-05,1939-01-02,6,594,1901-12-17,website
36791,21621,3035,29857,9539.58,1928-08-07,1922-10-03,5,907,1954-10-18,website
36792,5392,44464,23234,9344.5,1989-09-12,1903-02-24,7,352,1916-08-10,website
36793,7413,21429,41050,4039.65,1934-05-18,1991-07-04,5,478,1977-08-09,website
36794,22657,5937,33113,234.64,1971-10-19,1994-12-31,1,601,2006-11-23,website
36795,6490,17456,3472,3450.52,2015-11-13,1966-12-03,3,231,1982-06-07,website
36796,45371,44870,14472,5472.66,1965-09-20,1991-09-18,5,114,1911-06-28,website
36797,4182,23855,40527,6880.82,1951-06-06,1952-10-05,1,809,1933-03-26,website
36798,220,5000,49828,2355.39,2000-07-09,1937-04-26,1,650,1933-06-22,website
36799,17373,22368,36512,3976.19,1965-11-10,1987-12-21,6,716,1955-08-09,website
36800,6438,26627,31372,6610.03,1947-02-28,1954-05-18,6,885,1949-10-08,website
36801,26346,44203,6675,8211.15,1902-03-22,2010-02-03,3,988,1905-12-04,website
36802,4985,26346,37973,4732.68,1978-03-02,1982-08-03,4,274,1980-10-31,website
36803,19538,45340,47078,1377.26,1911-06-17,2019-04-02,2,94,1924-12-05,website
36804,9563,41181,23606,9420.74,1971-03-13,1946-05-15,4,938,1981-06-17,website
36805,24946,16487,17224,8300.75,1944-05-03,1957-05-26,5,312,1946-10-12,website
36806,17891,49803,21613,1130.88,1982-08-24,1912-08-11,4,720,1935-02-24,website
36807,40273,12253,3878,8707.17,1928-02-01,1941-08-01,1,502,1953-06-21,website
36808,35837,3053,25270,9591.34,1982-09-07,2004-06-10,5,927,2007-04-27,website
36809,39176,13092,39600,8137.5,1930-10-28,1921-07-06,5,651,1971-09-16,website
36810,10248,44658,12824,532.11,1939-12-15,1933-04-12,4,633,1993-10-26,website
36811,1430,42769,25686,5762.5,1904-03-18,2000-02-16,1,152,1956-04-07,website
36812,3639,38892,18508,2612.65,1978-07-11,2002-12-07,4,426,1915-12-29,website
36813,10066,37084,48085,6341.48,1997-07-15,1909-09-24,2,707,1948-04-16,website
36814,5761,13805,5849,2699.54,1944-02-15,1970-07-05,3,353,1979-10-22,website
36815,16778,33766,18542,2542.41,1958-08-26,1930-05-25,3,301,1969-08-16,website
36816,12857,3064,28807,4418.28,1922-06-25,1960-02-02,2,705,1952-05-15,website
36817,19387,1021,15338,6775.5,1980-12-11,1994-05-27,2,590,1913-06-13,website
36818,42516,7923,7246,1163.49,1915-06-06,2010-08-01,7,558,2010-08-04,website
36819,47420,45247,23480,6736.87,1930-03-28,1989-12-01,6,375,1984-02-13,website
36820,34876,47611,20365,9833.91,1968-10-24,1905-12-25,5,762,1989-10-28,website
36821,1608,32501,33533,9634.95,1921-06-30,1936-01-04,1,516,1951-10-25,website
36822,37641,41490,22731,8936.79,1942-05-10,1982-06-13,6,193,1946-09-17,website
36823,331,25967,48864,7797.98,1944-02-16,1964-03-10,1,894,1971-09-02,website
36824,15671,31989,37550,1228.82,1980-12-24,1923-02-22,1,425,1938-10-14,website
36825,27612,38752,42025,5701.58,1912-07-07,1920-08-20,1,914,1975-07-13,website
36826,13963,35708,16579,9251.76,2002-06-04,2015-05-03,5,466,1934-07-06,website
36827,24876,44645,38368,773.2,2000-08-05,1934-05-01,7,269,1972-03-10,website
36828,31562,40872,4297,8444.68,1972-11-11,1995-10-27,5,67,2004-03-27,website
36829,20812,33199,280,970.36,1922-04-27,2001-05-10,1,167,1974-11-25,website
36830,34140,34675,49624,1198,1935-08-20,1916-03-05,6,69,1919-07-03,website
36831,12555,41205,29833,338.83,1923-08-01,1954-01-13,5,218,1996-11-29,website
36832,49265,20209,40696,8090.43,1989-07-16,1945-03-13,6,718,1990-02-06,website
36833,20574,18472,4748,3880.9,1935-09-05,2019-11-29,6,363,1969-04-28,website
36834,19466,23495,8741,8173.85,1936-10-04,1932-01-21,4,636,1916-09-28,website
36835,17051,35655,16278,9530.28,1951-06-10,1904-07-18,6,687,1957-02-05,website
36836,24364,42138,7542,2203.76,1916-05-11,2001-11-15,7,751,1927-08-12,website
36837,23410,45194,38814,1254.77,1909-06-01,1943-09-21,3,215,2005-05-13,website
36838,5979,45952,13619,2333.9,1971-06-17,1925-11-22,2,154,1917-06-05,website
36839,8130,14352,29170,9645.37,1935-04-08,1949-03-13,4,584,2016-06-25,website
36840,8361,34282,24082,7537.37,2017-01-11,1927-09-27,3,773,1985-05-15,website
36841,6175,9065,39511,4554.89,1940-04-16,1956-05-21,5,86,2002-04-06,website
36842,13679,14450,8666,6037.14,1933-07-27,1914-07-03,7,951,1997-08-11,website
36843,31472,9930,4250,8230.73,1921-05-19,1956-11-20,5,94,1983-08-30,website
36844,3652,24912,10232,5912.33,1983-10-08,1949-07-24,3,486,1904-07-14,website
36845,7037,26480,39502,4259.92,1922-08-29,1901-05-07,1,742,1951-11-05,website
36846,2637,1175,46544,4295.52,1930-04-15,1997-11-06,2,708,1993-04-03,website
36847,18903,30884,25997,147.94,1997-02-16,2008-04-27,1,351,1959-02-12,website
36848,9516,29555,2222,1169.22,1948-04-21,2006-04-26,6,284,1967-01-25,website
36849,21823,15235,23607,2987.81,1963-03-25,1932-02-19,6,234,1931-05-17,website
36850,3905,46379,22316,1796.12,1984-05-10,1906-03-28,2,933,1927-12-27,website
36851,21084,22470,13870,4313.1,1956-07-28,1994-07-31,2,560,1936-07-26,website
36852,5977,3432,26476,5896.7,1987-05-24,1931-09-10,5,66,1905-12-16,website
36853,34264,5227,48510,1910.26,1906-05-06,2015-11-10,2,245,1939-04-13,website
36854,29809,18014,29167,9753.15,2002-01-17,1930-02-13,6,736,1995-08-31,website
36855,22554,42191,20645,7826.79,2011-05-26,1937-01-01,4,492,1992-04-07,website
36856,16105,17195,5953,7478.97,2002-02-19,1982-10-13,6,467,2008-09-19,website
36857,48968,1230,3627,1924.65,1917-06-08,1910-12-12,7,914,2008-09-12,website
36858,21040,26683,48950,2080.6,1934-05-07,1982-12-29,1,297,1951-10-27,website
36859,34745,19434,10396,4737.61,2001-06-07,1947-10-24,4,496,1907-06-11,website
36860,40600,4016,33737,4858.05,1906-08-03,1988-08-02,5,897,1996-03-14,website
36861,12600,26683,12863,5585.45,1971-01-14,1951-08-31,6,584,1959-04-01,website
36862,32608,18159,38608,3090.65,1994-03-04,1990-05-25,3,730,1974-08-22,website
36863,20546,23899,44069,7208.9,1907-12-14,1998-05-09,4,194,1927-03-02,website
36864,32897,25349,12649,2174.46,1943-07-28,1916-05-31,6,997,1900-11-09,website
36865,693,28382,25464,7076.67,1993-05-11,2010-06-11,4,774,1912-01-28,website
36866,20094,1055,3862,4276.37,1968-04-06,1924-11-30,4,151,1929-04-07,website
36867,18541,559,28261,3326.91,1935-02-01,2017-08-25,1,954,1968-08-11,website
36868,18479,21300,21983,1852.76,1953-10-15,1979-11-12,1,416,1958-04-06,website
36869,33825,35120,18841,9549.94,1992-02-07,1983-11-24,7,389,1912-10-10,website
36870,15979,48382,8329,8096.19,1960-02-13,2019-10-26,6,68,1986-10-18,website
36871,47198,29446,3942,5681.75,1925-10-22,1934-06-05,1,963,2010-08-29,website
36872,6635,45036,33051,3067.69,1998-04-14,1933-07-11,1,786,2000-09-26,website
36873,5417,12794,46797,1409.49,1923-04-26,1929-01-31,7,733,1937-10-15,website
36874,417,43839,5979,6848.43,1992-08-11,1962-10-24,7,385,1951-11-06,website
36875,8458,30404,6568,4720.81,1914-09-23,1900-04-02,5,113,1970-11-13,website
36876,3041,49431,13260,7101.13,1918-03-06,1947-05-23,1,378,1942-12-15,website
36877,46462,9994,32236,7212.37,1931-12-30,2010-03-20,2,773,1927-02-12,website
36878,34132,23407,29879,5504.88,1998-10-18,2009-01-07,3,241,1975-11-14,website
36879,30620,49653,29173,4538.2,1925-12-30,1953-09-01,5,851,2016-08-11,website
36880,17599,8731,43346,2002.66,1993-05-25,1978-09-28,1,442,2015-03-02,website
36881,21162,21859,13364,5374.29,1958-05-28,1979-09-21,3,581,2005-09-29,website
36882,3685,5674,30173,9913.25,1964-06-28,1991-03-07,7,566,1951-05-26,website
36883,38950,1723,10799,6186.04,1973-09-29,1990-04-30,1,322,2010-02-17,website
36884,36179,16448,1099,3539.43,2001-11-21,1958-12-08,3,776,1915-11-09,website
36885,29680,7665,49079,8675.15,1936-03-29,1986-11-25,5,443,1924-11-17,website
36886,18213,29551,18216,8824.84,1933-02-15,2003-04-07,4,500,1916-11-30,website
36887,45321,24475,16053,112.12,1975-08-14,1973-11-12,2,724,2019-10-29,website
36888,18002,20691,38491,6832.5,1967-07-16,1943-06-19,5,138,1937-10-12,website
36889,39466,12312,39597,7209.91,1994-07-31,1945-10-19,7,717,2004-06-26,website
36890,19773,28513,20070,9482.58,1976-02-26,1979-03-04,1,492,1915-01-27,website
36891,1662,17727,33683,1717.29,1908-11-29,1902-03-15,7,951,1957-10-05,website
36892,20796,33087,41540,2970.54,1917-01-18,1906-09-13,6,96,1945-11-10,website
36893,24088,34977,34659,2609.36,1992-04-11,2017-07-11,6,882,1951-01-31,website
36894,1411,32950,19395,3638.51,1957-09-29,1980-08-10,1,894,1990-01-17,website
36895,41872,45410,41492,4629.89,1941-12-09,1979-07-24,5,270,1905-03-27,website
36896,523,14701,28663,9367.18,1951-08-12,1978-04-17,5,696,2007-02-16,website
36897,40582,35515,16020,9685.09,1996-11-10,1964-03-06,4,768,1928-06-29,website
36898,43318,41751,12273,9119.94,1974-12-21,1970-01-09,1,566,1942-08-09,website
36899,48375,6588,36716,465.51,1927-08-31,1952-07-21,4,467,1922-07-06,website
36900,43825,2461,44270,6439.34,1953-11-12,1904-10-22,7,469,1989-10-17,website
36901,49471,34039,20243,4870.88,2018-01-16,2008-07-29,1,894,2010-11-03,website
36902,8692,20952,43793,1887.05,1949-02-23,1918-11-08,5,508,1911-01-06,website
36903,17857,6235,15689,5336.43,1939-06-16,2004-08-03,2,389,1952-08-27,website
36904,8449,45194,33120,711.18,1917-12-14,1959-02-11,1,707,1996-09-18,website
36905,30104,10825,28346,1667.25,1970-06-10,1943-10-27,7,469,1985-10-20,website
36906,14784,22231,31880,7434.89,1966-09-23,1998-02-21,3,775,1914-08-08,website
36907,8047,32608,42934,1086.12,1919-10-14,1991-12-10,1,627,1988-05-06,website
36908,14769,34184,38293,6946.55,1951-06-22,1931-02-27,3,358,1987-02-11,website
36909,37594,25403,25253,8394.42,1916-04-20,1944-10-18,3,61,1951-07-21,website
36910,22386,24712,40514,9506.69,1902-09-24,2016-07-24,7,971,1987-07-05,website
36911,36723,31964,10884,5861.29,1961-04-13,1942-07-12,7,82,1940-12-19,website
36912,9629,17500,19955,5766.78,1958-11-19,1926-02-02,3,577,2016-04-09,website
36913,32799,36833,49698,6214.37,2007-09-13,1943-05-23,4,713,2009-05-23,website
36914,31861,27559,35262,5909.71,1974-07-08,1952-07-19,1,267,1905-01-25,website
36915,28334,43656,27944,9186.81,1986-05-10,1965-11-03,7,775,1939-08-02,website
36916,39124,26322,1607,9931.47,1916-03-20,1949-10-12,3,224,1927-03-25,website
36917,23936,5145,33998,6025.74,2000-01-03,1955-12-25,6,844,1937-02-21,website
36918,46990,22372,20881,8890.9,1952-08-10,1957-11-19,4,286,1910-06-26,website
36919,13495,21343,23016,3901.54,1916-04-26,1946-05-15,2,863,1962-06-23,website
36920,7931,36271,13875,4990.08,2013-05-19,1942-01-30,1,710,1971-04-27,website
36921,43244,1979,8143,3060.14,1901-02-12,1970-09-09,6,315,2005-08-02,website
36922,19981,12178,29146,6743.53,2009-09-13,1988-06-10,7,677,1983-05-17,website
36923,45716,45152,13351,9795.66,1990-08-07,1980-02-28,6,172,1955-12-12,website
36924,47155,26072,4948,1445.53,1911-01-06,1934-01-24,2,185,1948-12-17,website
36925,37026,46938,14492,8102.48,1933-04-18,2004-04-16,2,743,1901-12-21,website
36926,18603,41041,149,1498.13,1903-09-25,1978-11-30,1,763,1976-07-02,website
36927,31073,42536,9560,6174.4,1944-10-30,2015-10-04,5,418,1982-06-16,website
36928,31248,46425,34777,1764.85,2004-11-24,1907-08-01,3,891,1913-06-30,website
36929,36226,2854,838,3681.3,1906-01-13,1926-04-08,3,900,2004-12-29,website
36930,12326,30103,5805,5186.34,1961-03-19,1996-05-04,3,371,1950-10-22,website
36931,31260,44713,24798,4082.11,1964-03-09,2000-05-03,1,482,1925-09-29,website
36932,521,26296,24605,1647.41,2000-01-14,1946-01-29,4,767,1918-05-20,website
36933,16323,10773,43932,6039.8,1906-11-30,1937-09-30,7,888,1953-02-01,website
36934,15103,33323,26923,4557.06,1924-06-04,1976-05-02,5,642,1960-04-19,website
36935,4361,37800,47448,9249.26,1930-03-07,1925-06-04,6,877,1974-08-09,website
36936,1513,9194,11181,1684.52,1985-06-30,1900-05-11,5,816,1950-08-16,website
36937,12213,16603,33124,9998.89,1985-01-21,2011-09-02,4,504,1987-08-14,website
36938,6473,25892,17768,1926.02,1918-04-24,1918-07-28,6,77,1991-06-27,website
36939,42590,22632,23024,5781.18,2018-06-17,1904-09-23,6,927,1961-05-20,website
36940,41765,21182,11840,5155.22,1928-07-18,1919-01-31,2,664,1902-06-08,website
36941,39924,30258,42044,6.81,2014-10-14,1985-02-07,7,47,1916-01-16,website
36942,1370,32952,39421,909.55,1903-06-10,2017-02-13,5,906,1902-07-16,website
36943,1085,34421,48685,5078.91,1936-10-04,1959-10-22,4,21,1998-11-18,website
36944,34158,37995,48667,8619.57,1913-01-26,1999-09-24,2,252,1956-08-21,website
36945,36436,23353,34126,5680.45,2006-05-19,1954-10-05,2,150,1908-04-14,website
36946,19415,29351,23263,2532.64,1975-06-20,1946-10-24,7,158,1953-01-04,website
36947,25934,26715,49970,7406.88,1932-05-24,1988-04-28,5,683,1905-04-07,website
36948,36326,26266,22597,1917.02,1926-09-08,1928-04-30,2,778,1918-04-13,website
36949,13493,48964,44402,5664.06,1933-02-26,2004-09-11,1,993,1963-10-09,website
36950,15072,8934,15908,2685.99,1942-02-20,2002-10-09,4,154,1989-09-11,website
36951,16091,36710,46295,718.1,1930-02-08,1923-12-01,7,807,1980-02-25,website
36952,4617,32852,35118,4110.53,1962-11-27,1937-12-23,7,641,1943-06-06,website
36953,45128,5989,14225,9419.08,1979-10-17,1975-06-20,2,276,1925-03-13,website
36954,20463,34069,46109,6976.56,1961-03-23,1919-09-01,5,183,2002-11-27,website
36955,29548,31230,45337,4566.15,1933-07-08,1988-04-28,5,470,2013-02-04,website
36956,3273,8052,6726,5019.94,1935-05-09,1937-06-18,2,825,1947-07-19,website
36957,33994,23412,25337,8575.22,1964-11-13,2003-01-09,3,326,2005-10-29,website
36958,38892,30210,44689,4469.16,1993-10-23,1961-02-09,3,60,1904-07-03,website
36959,32161,43011,39311,5873.46,1929-08-03,1945-03-18,6,656,1929-07-10,website
36960,43253,16862,26192,1075.71,2011-08-26,1992-02-03,3,993,1917-10-15,website
36961,18831,48639,29866,2811.1,1906-01-09,1901-02-01,4,882,1953-10-31,website
36962,37597,5866,42311,1790.97,1988-10-05,2009-08-29,4,137,1971-05-02,website
36963,34383,3306,205,3991.67,1915-05-11,1983-01-29,6,661,1979-01-18,website
36964,32451,26302,15758,6714.48,1953-01-30,1905-04-06,1,448,2016-11-19,website
36965,45277,34012,12950,6920.19,1921-04-08,1991-12-14,6,675,1969-01-31,website
36966,14470,43580,8272,1743.71,1919-01-11,1901-09-10,4,933,2006-01-17,website
36967,32835,45078,48884,5789.12,2001-05-06,1999-12-01,1,756,2019-05-16,website
36968,25712,40345,18912,4919.36,1937-02-02,1992-07-17,7,874,2019-10-08,website
36969,45694,41119,27109,7618.04,1948-11-03,2011-09-01,7,362,1995-02-06,website
36970,3434,36631,19147,8860.63,1919-06-10,1931-04-24,3,3,2003-01-01,website
36971,16628,34948,45738,9118.9,1904-11-09,1993-08-16,4,133,1936-12-29,website
36972,9175,39394,32414,7028.7,1938-06-08,1908-05-24,7,465,1956-12-30,website
36973,37741,46212,34740,5044.43,1972-11-11,1937-11-25,7,865,1985-11-19,website
36974,43852,28114,253,610.55,1994-12-01,1960-10-28,4,740,1947-06-20,website
